,Company (Manufacturer),Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Cocoa Level,Number_of_Ingredients,Ingredient Level,Rating,Rating Level,Ingredients_abbr,Most Memorable Characteristics
1803,Woodblock,U.S.A.,2021,Tanzania,"Kokoa Kamili, batch 23",0.7,Mid percent,2,2,3.0,Mid-level,"B,S","short, tart, fruit, sweet edge"
1804,Crow and Moss,U.S.A.,2021,India,"Anamalai, Pollachi City, batch 148",0.7,Mid percent,2,2,3.75,Mid-level,"B,S","sticky, cocoa, honey"
1805,Dick Taylor,U.S.A.,2021,Mexico,"Soconusco, Rayen Cacao Co-op, batch 21154",0.72,Mid percent,2,2,4.0,Highest,"B,S","dried fruit, fig, astringent, sticky"
1810,Seahorse,U.S.A.,2021,Trinidad,Gewan Gangaram,0.75,High percent,2,2,3.25,Mid-level,"B,S","sl roasty, woody, melon, spicy"
1811,Seahorse,U.S.A.,2021,India,Anamalai,0.7,Mid percent,2,2,3.5,Mid-level,"B,S","sticky, dark berry, roasty edge"
1812,Solstice,U.S.A.,2021,Vietnam,"Dak Nong, Lot 103120",0.7,Mid percent,3,3,3.5,Mid-level,"B,S,C","molasses, raisins, astringent"
1813,Fruition,U.S.A.,2021,Peru,"Ucayali, batch 1",0.72,Mid percent,3,3,3.75,Mid-level,"B,S,C","black licorice, tangy"
1814,Madhu,U.S.A.,2021,Colombia,Tumaco,0.7,Mid percent,2,2,2.5,Mid-level,"B,S","very sticky, nutty, woody"
1815,Triangle Roasters,U.S.A.,2021,Philippines,Malah Na Bulong,0.7,Mid percent,2,2,3.25,Mid-level,"B,S","sticky, butterscotch, sl. Hammy"
1816,Ethereal,U.S.A.,2021,Uganda,Uganda,0.7,Mid percent,3,3,3.0,Mid-level,"B,S,C","sandy, basic cocoa, sweet"
1817,Ranger,U.S.A.,2021,Mexico,Soconusco,0.7,Mid percent,2,2,3.25,Mid-level,"B,S","fruit, yogurt, astringent"
1819,Chequessett,U.S.A.,2021,Colombia,Tumaco Narino,0.83,High percent,3,3,3.25,Mid-level,"B,S,C","early fruit, earthy, alcohol"
1820,Chequessett,U.S.A.,2021,Dominican Republic,"Dominican Republic, ""Provincetown Dark""",0.69,Mid percent,3,3,3.25,Mid-level,"B,S,C","dried fruit, banana, sweet, vanilla"
1833,Spinnaker,U.S.A.,2021,Belize,"Maya Mountain, Toledo District, batch 12-1",0.7,Mid percent,2,2,3.25,Mid-level,"B,S","strong roast, tart raspberry"
1834,Spinnaker,U.S.A.,2021,Madagascar,"Bejofo, Akesson, batch 10-1",0.7,Mid percent,2,2,3.5,Mid-level,"B,S","plum, roasty undertone, sour"
1835,Spinnaker,U.S.A.,2021,Uganda,"Bundibugyo, Semuliki Forest, batch 9-1",0.7,Mid percent,2,2,3.5,Mid-level,"B,S","dairy, cocoa, well balanced"
1836,Conjure,U.S.A.,2021,Peru,Ucayali,0.68,Mid percent,3,3,3.25,Mid-level,"B,S,C","spicy, vanilla, sweet, cocoa"
1837,Castronovo,U.S.A.,2021,Venezuela,"Chuao, batch 1089",0.72,Mid percent,3,3,4.0,Highest,"B,S,C","mild strawberry, cocoa, acidic"
1838,Conjure,U.S.A.,2021,Philippines,Malah Na Bulong,0.7,Mid percent,3,3,2.5,Mid-level,"B,S,C","cocoa, grass, off notes"
1839,Conjure,U.S.A.,2021,Ivory Coast,"Ivory Coast, Rainforest Alliance, batch 7",0.7,Mid percent,3,3,2.5,Mid-level,"B,S,C","off, harsh, dirty, chemical"
1840,Conjure,U.S.A.,2021,Tanzania,Kokoa Kamili,0.75,High percent,3,3,3.5,Mid-level,"B,S,C","cocoa, mild fruit"
1844,Great Lakes,U.S.A.,2021,Madagascar,"Sambirano, Ambanja, batch 11",0.72,Mid percent,3,3,3.5,Mid-level,"B,S,C","fruity, cocoa, sweet"
1845,Great Lakes,U.S.A.,2021,Tanzania,"Kokoa Kamili, Kilombero District, batch 11",0.7,Mid percent,3,3,3.5,Mid-level,"B,S,C","nutty, spicy, candied orange"
1846,Great Lakes,U.S.A.,2021,Dominican Republic,"Duarte Province, El Cibao, batch 10",0.75,High percent,3,3,3.5,Mid-level,"B,S,C","dried fruit, orange peel, cocoa"
1848,Great Lakes,U.S.A.,2021,Vietnam,"Dak Lak, batch 09",0.73,Mid percent,3,3,3.5,Mid-level,"B,S,C","roasty, sweet, fruity, cocoa"
1850,Odyssey,U.S.A.,2021,Peru,Ucayali,0.7,Mid percent,2,2,3.25,Mid-level,"B,S","deep cocoa, cherry, slight ashy"
1854,Zacharias,U.S.A.,2021,Bolivia,"Tranquilidad, wild Bolivia",0.7,Mid percent,3,3,3.0,Mid-level,"B,S,C","sweet, tart, sour"
1856,Fresco,U.S.A.,2021,Madagascar,"Sambirano V., #290, MR MC, batch 21-454",0.7,Mid percent,3,3,3.5,Mid-level,"B,S,C","raspberry, mild sour, cocoa"
1857,Maui Kuia ,U.S.A.,2021,U.S.A.,"Kuia Estate, Hawaii, lot 083122",0.7,Mid percent,3,3,3.5,Mid-level,"B,S,C","sweet, banana, mild sour orange"
1858,Odyssey,U.S.A.,2021,Venezuela,Chuao,0.8,High percent,2,2,3.0,Mid-level,"B,S","berries, burnt, rubbery, off"
1859,Odyssey,U.S.A.,2021,Venezuela,Chuao,0.7,Mid percent,2,2,3.5,Mid-level,"B,S","strong start, fruity, acidic"
1860,Fresco,U.S.A.,2021,Peru,"Lamas, Oro Verde, #280, MR 0C, batch 21-457",0.74,Mid percent,3,3,3.0,Mid-level,"B,S,C","licorice, caramel, floral, dirty"
1861,Fresco,U.S.A.,2021,Peru,"Lamas, Oro Verde, #282, DR MC, batch 21-451",0.74,Mid percent,3,3,3.25,Mid-level,"B,S,C","spicey, herbal, ripe, sl. burnt"
1868,Kah Kow,U.S.A.,2022,Dominican Republic,El Ramonal,0.8,High percent,3,3,3.25,Mid-level,"B,S,C","dried fruit, bitter, rubbery"
1878,CRU,U.S.A.,2022,Guatemala,"El Peten, batch 21156",0.72,Mid percent,2,2,3.5,Mid-level,"B,S","sticky, mild molasses, mango"
1879,CRU,U.S.A.,2022,Honduras,"La Masica, batch 21155",0.72,Mid percent,2,2,3.0,Mid-level,"B,S","floral, mild molasses, astringent"
1880,CRU,U.S.A.,2022,Nicaragua,"La Dalia, batch 21266",0.72,Mid percent,2,2,3.5,Mid-level,"B,S","mild molasses, creamy, caramel"
1881,Eldora,U.S.A.,2022,Madagascar,"Lazan'ny, 2019 harvest, batch 1547",0.7,Mid percent,3,3,3.25,Mid-level,"B,S,C","roasty, hammy, sour"
1882,Eldora,U.S.A.,2022,Tanzania,"Kokoa Kamili, 2020 harvest, batch 1574",0.7,Mid percent,3,3,3.5,Mid-level,"B,S,C","heavy roast, choco, coffee-like"
1883,Eldora,U.S.A.,2022,Ecuador,"Puerto Quito, 2021 harvest, batch 1560",0.7,Mid percent,3,3,3.0,Mid-level,"B,S,C","fatty, floral, rum, roasty"
1884,Eldora,U.S.A.,2022,Dominican Republic,"Zorzal, 2021 harvest, batch 1549",0.7,Mid percent,3,3,3.0,Mid-level,"B,S,C","dominate roast, fruit then earthy"
1885,Eldora,U.S.A.,2022,Belize,"Maya Mtn., 2019 harvest, batch 1573",0.7,Mid percent,3,3,3.5,Mid-level,"B,S,C","dried fruit, raisiny, mild roast"
1886,Eldora,U.S.A.,2022,Uganda,"Semuliki, 2019 harvest, batch 1575",0.7,Mid percent,3,3,3.75,Mid-level,"B,S,C","simple, mild caramel, choco"
1891,Nostalgia,U.S.A.,2022,Dominican Republic,Zorzal Republic,0.7,Mid percent,2,2,3.5,Mid-level,"B,S","orange,citrus, high astringency"
1900,Vesta,U.S.A.,2022,Guatemala,Guatemala,0.78,High percent,3,3,3.5,Mid-level,"B,S*,C","rich cocoa, fruit, bitter, molasses"
1902,DWAAR,U.S.A.,2022,Dominican Republic,Zorzal,0.7,Mid percent,3,3,3.0,Mid-level,"B,S,C","accidental spicy (Kulfi?), burn"
1907,Harvest,U.S.A.,2022,Ghana,Ghana,0.68,Mid percent,2,2,3.25,Mid-level,"B,S","deep cocoa, nutty, earthy"
1908,Ducrey,U.S.A.,2022,Nicaragua,"O'Payo, Wasalala Co-op",0.75,High percent,2,2,2.75,Mid-level,"B,S","earthy, dirty"
1909,Ducrey,U.S.A.,2022,Dominican Republic,"Zorzal, Cibao, San Francisco de Macoris",0.7,Mid percent,2,2,3.25,Mid-level,"B,S","tobacco, roasty, hint of fruit"
1910,Ducrey,U.S.A.,2022,Haiti,Pisa,0.7,Mid percent,2,2,3.25,Mid-level,"B,S","rich brownie, roasty, coffee"
1911,Harvest,U.S.A.,2022,Haiti,Haiti,0.64,Mid percent,2,2,2.75,Mid-level,"B,S","too sweet, off, rubbery"
1912,Harvest,U.S.A.,2022,Ecuador,Ecuador,0.68,Mid percent,2,2,3.25,Mid-level,"B,S","spicy, earthy, grassy, astringent"
1913,Harvest,U.S.A.,2022,Guatemala,Guatemala,0.68,Mid percent,2,2,3.5,Mid-level,"B,S","fruit, cocoa, lemony"
1914,Nostalgia,U.S.A.,2022,Madagascar,Bejofo,0.7,Mid percent,2,2,3.25,Mid-level,"B,S","sl. Burnt, nutty, fruit in back"
1915,Guittard,U.S.A.,2008,Blend,Special Maker Reserve,0.64,Mid percent,5,5,3.0,Mid-level,"B,S,C,V,L","perfume, vanilla"
1916,Guittard,U.S.A.,2008,Venezuela,Ocumare,0.65,Mid percent,5,5,3.5,Mid-level,"B,S,C,V,L","creamy, nutty"
1917,Nostalgia,U.S.A.,2022,Mexico,Tabasco,0.67,Mid percent,2,2,3.0,Mid-level,"B,S","sl. sweet, basic cocoa"
1918,Nostalgia,U.S.A.,2022,Peru,Ucayali,0.7,Mid percent,2,2,3.0,Mid-level,"B,S","grass, tobacco"
1919,Nostalgia,U.S.A.,2022,Tanzania,Kokoa Kamili,0.7,Mid percent,2,2,3.5,Mid-level,"B,S","tart, lemony , high astringency"
1920,Nostalgia,U.S.A.,2022,India,Anamalai,0.7,Mid percent,2,2,3.75,Mid-level,"B,S","delicate, coffee, caramel"
1921,Kah Kow - USA,U.S.A.,2022,Dominican Republic,"Tireo, light roast, Chi Bui collab",0.72,Mid percent,4,4,3.5,Mid-level,"B,S,C,L","floral, woody, cocoa, creamy"
1922,Kah Kow - USA,U.S.A.,2022,Dominican Republic,Los Bejucos,0.72,Mid percent,4,4,3.5,Mid-level,"B,S,C,L","honey, molasses, cream, woody"
1923,Kah Kow - USA,U.S.A.,2022,Dominican Republic,"Tireo, medium roast, Chi Bui collab",0.72,Mid percent,4,4,4.0,Highest,"B,S,C,L",cocoa with hint of melon
1924,White Label aka Mutari,U.S.A.,2022,Ecuador,"Costa Esmeraldas, CEconche77121620121820",0.77,High percent,3,3,4.0,Highest,"B,S,C","complex, hazelnut, dairy, fruit"
1926,White Label aka Mutari,U.S.A.,2022,Colombia,"Chaparral, batch 12022",0.72,Mid percent,3,3,3.5,Mid-level,"B,S,C","hint of caramel, alcohol, vegetal"
1927,White Label aka Mutari,U.S.A.,2022,Jamaica,"Bachelor's Hall, BHJ72030521040321",0.72,Mid percent,3,3,3.75,Mid-level,"B,S,C","smooth, toffee, nutty, cocoa"
1928,White Label aka Mutari,U.S.A.,2022,India,"Kerala, K172Testbatch1",0.72,Mid percent,3,3,3.75,Mid-level,"B,S,C","creamy, balanced, cocoa, fruity"
1929,Fruition,U.S.A.,2022,Peru,Piura Blanco,0.73,Mid percent,3,3,3.25,Mid-level,"B,S,C","margarine, creamy, muted"
1930,Fruition,U.S.A.,2022,Peru,"Maranon, Cajamarca",0.73,Mid percent,3,3,3.75,Mid-level,"B,S,C","grape, caramel, butterscotch"
1931,Fruition,U.S.A.,2022,Peru,"Chuncho, Cuzco",0.73,Mid percent,3,3,3.75,Mid-level,"B,S,C","dairy, light fruit, creamy"
1932,DAR,U.S.A.,2022,Costa Rica,"Finnac Farm, cacao dried by DeVries, batch 3",0.72,Mid percent,3,3,3.75,Mid-level,"B,S,C","creamy, intense, tart, cherry"
1933,Fruition,U.S.A.,2022,Bolivia,"Tranquilidad, Beniano",0.66,Mid percent,3,3,3.0,Mid-level,"B,S,C","woody, earthy, sweet, off"
1934,Markham & Fitz,U.S.A.,2022,Haiti,"Pisa, R&D, batch F02",0.65,Mid percent,3,3,2.75,Mid-level,"B,S,C","hammy, sweet, roasty"
1936,Burnt Fork Bend,U.S.A.,2022,Bolivia,"Bolivia, batch 03070821",0.72,Mid percent,3,3,3.0,Mid-level,"B,S,C","plum, acidic, astringent, bold"
1944,Manoa,U.S.A.,2022,U.S.A.,"Kona, Likau Kula Farm",0.7,Mid percent,3,3,3.75,Mid-level,"B,S,C","banana, nutty, floral"
1949,Heritage Food Crafters,U.S.A.,2022,Peru,Ucayali,0.72,Mid percent,3,3,2.5,Mid-level,"B,S,C","pungent, rubbery"
1950,Heritage Food Crafters,U.S.A.,2022,India,Anamalai,0.7,Mid percent,3,3,2.75,Mid-level,"B,S,C","mint, sour milk, sweet"
1951,Heritage Food Crafters,U.S.A.,2022,Madagascar,Sambirano,0.72,Mid percent,3,3,3.0,Mid-level,"B,S,C","sl. Sandy, fruit, sweet"
1952,Heritage Food Crafters,U.S.A.,2022,Vietnam,Dak Nong,0.7,Mid percent,3,3,3.75,Mid-level,"B,S,C","fudge, pistachio"
1953,Heritage Food Crafters,U.S.A.,2022,Uganda,Bundibugyo,0.7,Mid percent,3,3,3.25,Mid-level,"B,S,C","fudge, mild fruit, ""lecithin-like"""
1954,Heritage Food Crafters,U.S.A.,2022,Philippines,South Cotabato,0.7,Mid percent,3,3,3.25,Mid-level,"B,S,C","cocoa, nut, graham"
1955,Heritage Food Crafters,U.S.A.,2022,Dominican Republic,Oko-Caribe,0.72,Mid percent,3,3,3.25,Mid-level,"B,S,C","nutty, milk choco, ""lecithin-like"""
1956,Heritage Food Crafters,U.S.A.,2022,Haiti,Acul du Nord,0.7,Mid percent,3,3,3.5,Mid-level,"B,S,C","choco, gianduja, ""lecithin-like"""
1959,TCHO,U.S.A.,2008,Peru,Fruity-beta,0.7,Mid percent,5,5,2.5,Mid-level,"B,S,C,V,L","tangy, off, musty, sour"
1960,TCHO,U.S.A.,2008,Madagascar,Citrus-beta,0.7,Mid percent,5,5,2.75,Mid-level,"B,S,C,V,L","dry, red berry, off note"
1961,Eigen,U.S.A.,2022,Trinidad,Rio Claro,0.7,Mid percent,3,3,3.0,Mid-level,"B,S,C","vegetal, rubbery, burnt, off"
1962,Eigen,U.S.A.,2022,Tanzania,Kokoa Kamili,0.7,Mid percent,3,3,3.25,Mid-level,"B,S,C","creamy, minted cocoa, fruit"
1963,Eigen,U.S.A.,2022,Vietnam,Lam Dong,0.62,Mid percent,3,3,3.25,Mid-level,"B,S,C","sweet, smooth, caramel, cocoa"
1964,Eigen,U.S.A.,2022,Vietnam,Ben Tre,0.7,Mid percent,3,3,3.5,Mid-level,"B,S,C","complex, tart, sweet, hazelnut"
1965,Slow Cocoa,U.S.A.,2022,Honduras,Wampu ,0.7,Mid percent,2,2,3.0,Mid-level,"B,S","grassy, earthy, tannic, intense"
1966,Slow Cocoa,U.S.A.,2022,Dominican Republic,Zorzal,0.7,Mid percent,2,2,3.5,Mid-level,"B,S","fruity, strong cocoa, sweet"
1967,Eigen,U.S.A.,2022,Dominican Republic,Zorzal,0.7,Mid percent,3,3,3.0,Mid-level,"B,S,C","cashew, dried fruit, coffee AT"
1968,Eigen,U.S.A.,2022,Colombia,Gigante Huila,0.7,Mid percent,3,3,3.5,Mid-level,"B,S,C","toffee, caramel, sl. Fatty"
1969,Fresco,U.S.A.,2022,Venezuela,"Chuao, LR-SC, b. 22-595, limited ed.",0.82,High percent,3,3,3.25,Mid-level,"B,S,C","tart, bright, dried fruit, bitterness"
1973,Chocolate Inn,U.S.A.,2023,Haiti,PISA,0.69,Mid percent,3,3,3.0,Mid-level,"B,S,C","earthy, floral, slight mustiness"
1974,Chocolate Inn,U.S.A.,2023,Dominican Republic,Zorzal,0.75,High percent,3,3,3.0,Mid-level,"B,S,C","cocoa, vanilla, burn astringency"
1975,Chocolate Inn,U.S.A.,2023,Madagascar,Bejofo,0.7,Mid percent,3,3,3.0,Mid-level,"B,S,C","cocoa, dried fruit, sour milk"
1976,Ethereal,U.S.A.,2023,Haiti,Haiti,0.7,Mid percent,2,2,2.5,Mid-level,"B,S","sandy, sweet, candy-like"
1977,Shane Chocolate Works,U.S.A.,2023,Blend,"Ghana, Colombia, House Blend",0.685,Mid percent,3,3,3.0,Mid-level,"B,S,C","vanilla, candy-like, cocoa, acidic"
1978,Spinnaker,U.S.A.,2023,Tanzania,"Kokoa Kamili, batch 124.1",0.7,Mid percent,2,2,3.5,Mid-level,"B,S","smooth, strawberry, cocoa"
1979,twenty-four blackbirds,U.S.A.,2023,Honduras,"Wampusirpi, lot 647",0.75,High percent,3,3,3.5,Mid-level,"B,S,C","wine, dried apricot"
1980,twenty-four blackbirds,U.S.A.,2023,Madagascar,"Bejofo, lot 650",0.75,High percent,3,3,3.5,Mid-level,"B,S,C","molasses, tangy, caramel"
1988,Chokola,U.S.A.,2023,Venezuela,"Chuao, harvest 2020",0.75,High percent,2,2,2.5,Mid-level,"B,S","sandy, dried fruit, earth, tobacco"
1994,Riversea,U.S.A.,2023,Brazil,"Gomes, Castanhal, ""microlot select""",0.72,Mid percent,3,3,3.0,Mid-level,"B,S,C","floral, spice, strong mint"
1997,Lydgate Farms,U.S.A.,2023,U.S.A.,"Wailua Estate, Hawaii, spring 2023 harvest",0.7,Mid percent,3,3,3.5,Mid-level,"B,S,C","distinct, banana, dairy, sl. sweet"
1998,Ducrey,U.S.A.,2023,Haiti,"PISA, batch 040523",0.6,Mid percent,2,2,3.0,Mid-level,"B,S","gritty,sweet,brownie,maple syrup"
1999,Ducrey,U.S.A.,2023,Peru,"Piura, batch 042023",0.75,High percent,2,2,3.0,Mid-level,"B,S","savory, sl. sour"
2000,Ducrey,U.S.A.,2023,Peru,"Piura, batch 050223",0.7,Mid percent,2,2,3.5,Mid-level,"B,S","bold, grapes, roasty, chocolatey"
2004,TCHO,U.S.A.,2008,Peru,Nutty-beta,0.7,Mid percent,5,5,2.5,Mid-level,"B,S,C,V,L","dry, musty, flat"
2023,Amano,U.S.A.,2008,Indonesia,"Bali, Jembrana",0.7,Mid percent,4,4,2.75,Mid-level,"B,S,C,V","sticky, nutty, high acidity"
2027,Malie Kai (Guittard),U.S.A.,2009,U.S.A.,"O'ahu Island, N. Shore, Waialua Estate",0.55,Low percent,5,5,2.75,Mid-level,"B,S,C,V,L","sweet, vanilla, easter candy"
2028,Dole (Guittard),U.S.A.,2009,U.S.A.,"O'ahu Island, N. Shore, Waialua Estate",0.7,Mid percent,3,3,3.75,Mid-level,,"creamy, nutty, fruity"
2029,Guittard,U.S.A.,2009,U.S.A.,"O'ahu Island, N. Shore, Waialua E., Kakoleka",0.55,Low percent,5,5,3.0,Mid-level,"B,S,C,V,L","sweet, mild lemon"
2030,Original Hawaiin Chocolate Factory,U.S.A.,2009,U.S.A.,"Hawai'i Island, Kona Grand Cru E.",0.6,Mid percent,5,5,3.0,Mid-level,"B,S,C,V,L","sticky, tobacco"
2041,Lake Champlain (Callebaut),U.S.A.,2009,Tanzania,Tanzania,0.75,High percent,3,3,2.5,Mid-level,,"dry, roasty, toffee"
2042,Rogue,U.S.A.,2009,Venezuela,Rio Caribe,0.7,Mid percent,2,2,3.5,Mid-level,"B,S","mint, sweet spices"
2045,Askinosie,U.S.A.,2009,Philippines,Davao,0.77,High percent,2,2,3.75,Mid-level,"B,S","strawberries, mild tart, roasty"
2047,Patric,U.S.A.,2009,Madagascar,Madagascar,0.75,High percent,3,3,4.0,Highest,"B,S,C","simple red berry, rich, long"
2049,Scharffen Berger,U.S.A.,2009,Brazil,Tome Acu,0.68,Mid percent,5,5,3.75,Mid-level,"B,S,C,V,L","smooth, tart, earthy"
2050,Scharffen Berger,U.S.A.,2009,Ghana,Asante,0.65,Mid percent,5,5,4.0,Highest,"B,S,C,V,L","simple, delicate cocoa, long"
2073,Amano,U.S.A.,2009,Venezuela,Montanya,0.7,Mid percent,4,4,3.0,Mid-level,"B,S,C,V","hot spice, roasty"
2074,Fresco,U.S.A.,2009,Jamaica,"Jamaica, #204, DR, SC",0.8,High percent,3,3,2.75,Mid-level,"B,S,C","slightly burnt, earthy"
2075,Fresco,U.S.A.,2009,Jamaica,"Jamaica, #206, DR, LC",0.7,Mid percent,3,3,3.0,Mid-level,"B,S,C","creamy, simple, nutty"
2076,Fresco,U.S.A.,2009,Jamaica,"Jamaica, #205, DR, MC",0.7,Mid percent,3,3,3.25,Mid-level,"B,S,C","creamy, roasty, tobacco"
2077,Fresco,U.S.A.,2009,Venezuela,"Carenero Superior, #203, MR, SC",0.65,Mid percent,3,3,3.5,Mid-level,"B,S,C","complex, mild licorice, spice"
2088,Guittard,U.S.A.,2009,Blend,Nocturne,0.91,High percent,5,5,3.0,Mid-level,"B,S,C,V,L","bitter, fatty, fruit"
2089,Guittard,U.S.A.,2009,Blend,Complexite,0.7,Mid percent,5,5,3.5,Mid-level,"B,S,C,V,L","complex, fruit, nut, raisin"
2095,TCHO,U.S.A.,2009,Blend,TCHOPro 60.5,0.6,Mid percent,5,5,2.75,Mid-level,"B,S,C,V,L","tea, sweet, astringent"
2096,TCHO,U.S.A.,2009,Blend,TCHOPro 68,0.68,Mid percent,5,5,3.0,Mid-level,"B,S,C,V,L","nutty, candy-like"
2100,Scharffen Berger,U.S.A.,2006,Blend,"Kumasi Sambirano, Ghana & Madagascar",0.68,Mid percent,5,5,2.0,Lowest,"B,S,C,V,L","fruity, smokey, burnt"
2117,Bittersweet Origins,U.S.A.,2009,Dominican Republic,Puerto Plata,0.75,High percent,2,2,3.0,Mid-level,"B,S","chalky, strong, harsh smoke"
2118,Bittersweet Origins,U.S.A.,2009,Dominican Republic,Puerto Plata,0.65,Mid percent,2,2,3.5,Mid-level,"B,S","intense marshmallow, cocoa"
2119,Escazu,U.S.A.,2009,Costa Rica,Guapiles,0.65,Mid percent,4,4,2.0,Lowest,"B,S,C,V","sticky, slight plum, medicinal"
2121,Bittersweet Origins,U.S.A.,2009,Madagascar,Sambirano,0.75,High percent,2,2,3.25,Mid-level,"B,S","rustic, red berry, woody"
2125,Escazu,U.S.A.,2009,Venezuela,Carenero Superior,0.81,High percent,4,4,3.5,Mid-level,"B,S,C,V","hazelnut, fruit, slight bitter"
2131,L.A. Burdick (Felchlin),U.S.A.,2009,Madagascar,Madagascar,0.64,Mid percent,5,5,3.5,Mid-level,"B,S,C,V,L","smooth, rich, lemon"
2132,Bittersweet Origins,U.S.A.,2009,Madagascar,Sambirano,0.65,Mid percent,2,2,3.5,Mid-level,"B,S",chocolate covered cherries
2133,Escazu,U.S.A.,2009,Blend,"Carenero, Guapiles, Ocumare blend",0.74,Mid percent,4,4,2.75,Mid-level,"B,S,C,V","sweet, vanilla, sticky"
2135,Patric,U.S.A.,2009,Madagascar,Madagascar,0.67,Mid percent,3,3,3.5,Mid-level,"B,S,C","creamy, fruit forward, rich"
2136,Patric,U.S.A.,2009,Venezuela,"Rio Caribe, Paria Penninsula",0.7,Mid percent,3,3,3.5,Mid-level,"B,S,C","earthy, nutty"
2144,Scharffen Berger,U.S.A.,2009,Vietnam,Ben Tre,0.72,Mid percent,5,5,3.75,Mid-level,"B,S,C,V,L","creamy, grassy, banana, tart"
2145,Chuao Chocolatier,U.S.A.,2009,Venezuela,Choroni,0.61,Mid percent,5,5,3.0,Mid-level,"B,S,C,V,L","sweet, peanut butter"
2147,L.A. Burdick (Felchlin),U.S.A.,2009,Bolivia,Bolivian,0.68,Mid percent,5,5,3.0,Mid-level,"B,S,C,V,L","rich, spice, cheese"
2149,Taza,U.S.A.,2009,Mexico,Chiapan,0.75,High percent,3,3,2.75,Mid-level,"B,S,C","rustic, sweet, earthy"
2152,Olive and Sinclair,U.S.A.,2009,Blend,"Dark 67, Ghana, Domin. Rep",0.67,Mid percent,3,3,2.75,Mid-level,"B,S,C","sandy, cheese, sour"
2153,Olive and Sinclair,U.S.A.,2009,Blend,"Dark 75, Ghana, Domin. Rep",0.75,High percent,3,3,3.0,Mid-level,"B,S,C","fatty,cheese, musty"
2156,Scharffen Berger,U.S.A.,2010,Grenada,Camahogne,0.68,Mid percent,5,5,3.5,Mid-level,"B,S,C,V,L","smooth, grassy, minty"
2157,Scharffen Berger,U.S.A.,2010,Madagascar,Amina,0.65,Mid percent,5,5,3.75,Mid-level,"B,S,C,V,L","clingy,subtle, tangy, citrus"
2164,Amano,U.S.A.,2010,Dominican Republic,Dos Rios,0.7,Mid percent,4,4,3.75,Mid-level,"B,S,C,V","orange, cinamon"
2165,Amano,U.S.A.,2010,Ecuador,Guayas,0.7,Mid percent,4,4,4.0,Highest,"B,S,C,V","strong spice, intense pepper"
2166,Oakland Chocolate Co.,U.S.A.,2010,Jamaica,Jamaica,0.7,Mid percent,5,5,2.5,Mid-level,"B,S,C,V,L","grassy, vanilla, burnt"
2169,Bittersweet Origins,U.S.A.,2010,Indonesia,"Bali, Singaraja",0.75,High percent,2,2,3.25,Mid-level,"B,S","dry, cardamom, medicinal"
2179,Olive and Sinclair,U.S.A.,2010,Dominican Republic,Dominican Republic prototype,0.72,Mid percent,3,3,3.0,Mid-level,"B,S,C","earthy, cheesy"
2180,Olive and Sinclair,U.S.A.,2010,Ghana,Ghana prototype,0.72,Mid percent,3,3,3.0,Mid-level,"B,S,C","gritty, simple cocoa, burnt"
2184,Chuao Chocolatier (Pralus),U.S.A.,2010,Venezuela,Chuao,0.77,High percent,3,3,2.75,Mid-level,"B,S,C","red berry, bitter, roasty, sour"
2188,Jacque Torres ,U.S.A.,2006,Ghana,Trinatario Treasure,0.71,Mid percent,5,5,2.0,Lowest,"B,S,C,V,L","gritty, unrefined, off notes"
2189,Malie Kai (Guittard),U.S.A.,2010,U.S.A.,"O'ahu Island, N. Shore, Waialua Estate w/ nibs",0.55,Low percent,5,5,3.5,Mid-level,"B,S,C,V,L","creamy, crunchy, very sweet"
2190,Snake & Butterfly,U.S.A.,2010,Madagascar,Madagascar,0.68,Mid percent,3,3,3.0,Mid-level,"B,S,C","mild cocoa, fruity"
2191,Snake & Butterfly,U.S.A.,2010,Ecuador,Ecuador,0.68,Mid percent,3,3,3.25,Mid-level,"B,S,C","fudgey then spicy, vanilla"
2192,Bittersweet Origins,U.S.A.,2010,Blend,"2009 Hapa Nibby, Dominican Rep., Bali",0.7,Mid percent,2,2,3.75,Mid-level,"B,S","robust, cocoa, fruity"
2193,Cacao Atlanta,U.S.A.,2010,Dominican Republic,"Dominican Republic, ""Love Bar""",0.75,High percent,2,2,2.5,Mid-level,"B,S","oily, buttery, intense"
2194,Cacao Atlanta,U.S.A.,2010,Dominican Republic,Dominican Republic w/ nibs,0.75,High percent,2,2,2.75,Mid-level,"B,S","creamy, burnt wood"
2213,Mars,U.S.A.,2010,Costa Rica,"Matina 1-6, prototype",0.65,Mid percent,3,3,3.0,Mid-level,,"intense orange, floral "
2217,Mars,U.S.A.,2010,Ivory Coast,"Ivory Coast, prototype",0.65,Mid percent,3,3,3.0,Mid-level,,"chewy, earthy, spicy"
2218,Mars,U.S.A.,2010,Nigeria,"Nigeria, prototype",0.65,Mid percent,3,3,3.25,Mid-level,,"cocoa, earth, wheat"
2219,Mars,U.S.A.,2010,Ghana,"Ghana, prototype",0.65,Mid percent,3,3,3.5,Mid-level,,"intense, dark berry, cocoa"
2220,Amano,U.S.A.,2010,Venezuela,Chuao,0.7,Mid percent,4,4,3.0,Mid-level,"B,S,C,V","woody, red berry, sour"
